일시,평균기온,최저기온,최고기온,일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도,1일전 모기 개체수,2일전 모기 개체수,3일전 모기 개체수,모기 개체수
2018-05-27,20.3,17.3,24.7,0,4.1,1.7,30,47.4,1000.4,1010.3,4.7,17.12,7.3,23.6,2778,2636,2663,"3,160"
2018-05-28,22.3,16.2,29.1,0,4.3,1.6,34,49.8,999.9,1009.7,12.5,26.49,3.8,27.9,3160,2778,2636,"3,154"
2018-05-29,21.4,19.1,25.9,1,4.4,1.8,50,69.3,1001.2,1011,3.4,13.34,9.4,25.2,3154,3160,2778,"3,480"
2018-05-30,20.2,15.8,24.7,0,4.4,1.9,35,69.8,1000,1009.9,9.8,21.67,4.6,24.8,3480,3154,3160,"2,838"
2018-05-31,20.9,14.2,27.6,0,3.6,1.9,35,58.9,1001.4,1011.3,12.9,26.94,0.9,28.3,2838,3480,3154,"3,229"
2018-09-01,25.5,20.8,30.9,0,2.3,1.3,38,59.4,1001.5,1011.2,10.6,21.01,1.5,26.5,1498,1770,2116,"1,261"
2018-09-02,25.1,20.1,29.6,0,2.8,1.5,38,55.8,999.2,1009,9.2,20.34,5.5,28.4,1261,1498,1770,"1,487"
2018-09-03,23.3,21.4,25.8,34.5,5.5,1,67,85.3,991.9,1001.6,0,3.36,9.8,24.3,1487,1261,1498,"1,360"
2018-09-04,23.2,20,27.8,0,5.2,2.2,43,69.4,988,997.7,11,21.64,5.1,24,1360,1487,1261,"1,260"
2018-09-05,24,19.6,28.5,0,5.7,2.5,36,63.5,992.9,1002.6,11.8,22.46,1.9,24.8,1260,1360,1487,"1,799"
2018-09-06,24.1,20.9,28.2,1,5,2,42,69.9,994.2,1003.9,2.2,11.03,7.9,24.7,1799,1260,1360,"1,846"
2018-09-07,22,19.1,25.5,0.5,4.3,2.5,32,54.6,995.7,1005.5,10.9,19.58,4.9,23.3,1846,1799,1260,"1,911"
2018-09-08,21.7,15.9,27.7,0,3.9,1.7,29,48.8,1003.5,1013.4,11.7,22.75,0.3,24.5,1911,1846,1799,"1,744"
2018-09-09,22.2,15.6,28.9,0,2.8,1.2,26,49,1006.4,1016.3,9.9,21.4,1.4,26.4,1744,1911,1846,"1,571"
2018-09-10,22.9,18.6,28.4,0,2.7,1.6,33,49.5,1010.6,1020.5,10.3,19.84,2.4,26.2,1571,1744,1911,"1,649"
2018-09-11,21.6,16.8,26.1,0,2.4,1.5,37,48.1,1010.8,1020.7,8.4,17.85,7.5,24.5,1649,1571,1744,"1,815"
2018-09-12,22.8,16.8,28.2,0,3.2,1.4,39,52,1008.1,1018,11.3,20.39,4.1,26.8,1815,1649,1571,"1,626"
2018-09-13,23.5,20.3,28.3,0,2.4,1.2,45,63.5,1007,1016.8,5,12.93,7.9,27.2,1626,1815,1649,"1,725"
2018-09-14,23.5,20.3,26.8,0.5,2.6,1.3,51,66.9,1005.6,1015.4,1.6,9.8,8.3,25.4,1725,1626,1815,"1,990"
2018-09-15,23.3,21,26,0.2,2.4,1,61,76,1004.4,1014.2,0.8,7.44,9.8,24,1990,1725,1626,"2,254"
2018-09-16,22.2,21,23.9,2,3.7,1.7,58,83.6,1005.4,1015.3,0,6.44,10,23.2,2254,1990,1725,"2,295"
2018-09-17,22.3,18.5,27.7,0.1,3.8,1.9,32,64.3,1007,1016.9,10.8,20.42,5.3,25.8,2295,2254,1990,"3,336"
2018-09-18,22,17.7,26.5,0,3.4,1.2,33,59.8,1006.6,1016.5,7.9,15.85,8.3,25.5,3336,2295,2254,"3,450"
2018-09-19,22.1,18.9,26.6,0.2,2.9,1,34,59.1,1004.1,1014,2.1,10.66,9.5,24.4,3450,3336,2295,"3,183"
2018-09-20,19,17.8,20.1,5,2.9,1.8,57,82.4,1000.7,1010.6,0,4.08,10,19.8,3183,3450,3336,"3,112"
2018-09-21,19.4,17.6,21.9,18,2.3,1.3,72,85.8,1000.3,1010.2,0.6,6.31,9.3,20.8,3112,3183,3450,"3,194"
2018-09-22,20.8,17.2,25.5,6.5,5.3,1.8,24,62.3,1004.6,1014.5,10.8,19.06,2.1,21.1,3194,3112,3183,"2,737"
2018-09-23,19.4,15.6,25.3,0,4.3,1.6,27,52.9,1005.8,1015.8,7.4,14.77,4.4,19.9,2737,3194,3112,"3,348"
2018-09-24,17.6,14.2,22.1,0,4.4,2.1,27,48.3,1008.7,1018.8,11,20.96,1.1,19.3,3348,2737,3194,"3,542"
2018-09-25,17.8,10.8,24.3,0,2.2,1.1,23,48,1009.5,1019.6,10,20.19,2.1,19.8,3542,3348,2737,"2,591"
2018-09-26,19.4,16.2,24.8,0,2.7,1.7,32,47.9,1009.8,1019.8,8.4,17.06,5,21.8,2591,3542,3348,"2,757"
2018-09-27,18.9,13.2,25,0,2.4,1.3,28,47.6,1008.9,1018.9,10.3,18.26,0.9,20,2757,2591,3542,"2,587"
2018-09-28,17.5,14.3,22.2,0,2.1,1.2,45,58.1,1008.5,1018.6,3.5,8.76,6.1,18.6,2587,2757,2591,"2,200"
2018-09-29,20.2,14.6,27,0,2.4,1,31,55.5,1003.9,1013.9,10.8,19.37,0.4,21.9,2200,2587,2757,"1,731"
2018-09-30,17.6,14,21.6,0,5.5,2.3,27,52.5,996.1,1006.1,10.4,16.95,0.6,21.2,1731,2200,2587,"2,018"
2018-10-01,15.4,13,19.7,0,6.1,2.9,32,55.1,997.9,1008,7.9,15.1,4.5,19,2018,1731,2200,"2,031"
2018-10-02,15.9,10.3,22,0,4.1,1.6,35,61.4,1007.1,1017.3,10.8,18.84,0.5,19.4,2031,2018,1731,"1,634"
2018-10-03,17.3,11.2,24.2,0,4,1.3,33,58,1011.7,1021.9,10.6,18.49,0,19.8,1634,2031,2018,"1,396"
2018-10-04,19.3,13,25.6,0,2.4,1.3,34,56.5,1013.5,1023.6,8.9,15.88,6.5,20.7,1396,1634,2031,"1,549"
2018-10-05,16.9,15.7,19,36.5,3.2,1.7,55,84.1,1008.1,1018.2,0,2.74,9.8,17,1549,1396,1634,"2,487"
2018-10-06,18,16.3,21.7,55.5,5.3,2.2,56,84,997.1,1007,3,6.86,7.5,18.8,2487,1549,1396,"1,221"
2018-10-07,16.4,12.3,21.1,0,3.6,1.7,29,53.5,1006.6,1016.7,10.5,15.65,2.9,16.2,1221,2487,1549,"1,340"
2018-10-08,14.8,9.2,20.9,0,2.7,1.1,21,47,1009.3,1019.5,10.5,15.28,4.4,14.1,1340,1221,2487,"1,149"
2018-10-09,15.3,10.7,19.8,0,2.7,1.1,33,52.5,1005.9,1016.1,2.3,8.89,9,14.3,1149,1340,1221,752
2018-10-10,12,7.9,16.7,7,4.7,2.5,38,61,1007.1,1017.4,6.5,10.3,6.8,13.1,752,1149,1340,"1,464"
2018-10-11,9.7,6.1,13.9,0,5.6,2.1,31,51,1012.5,1023,9.3,15.42,1.4,8.9,1464,752,1149,269
2018-10-12,10.9,5.2,17.4,0,3.2,1.3,32,54,1015.6,1026.1,10.1,17.67,0,12.7,269,1464,752,296
2018-10-13,12.5,6.1,19.8,0,2.9,1,26,54,1015.2,1025.5,10,16.78,0,13.8,296,269,1464,329
2018-10-14,13.2,6.8,20.3,0,3.1,1.5,28,60,1012.5,1022.8,9.9,16.08,3.4,14.9,329,296,269,351
2018-10-15,15.2,10.9,21,0,3.5,1.4,40,69.9,1009.9,1020.1,6.8,11.26,4,15.7,351,329,296,724
2018-10-16,14.5,9.9,20.3,0,3,1.3,27,55.9,1006.5,1016.7,8.2,13.15,5.6,15.4,724,351,329,894
2018-10-17,12.4,8.4,18.6,0,3.6,1.3,16,53.3,1005.8,1016.1,10,16.44,0,14.9,894,724,351,568
2018-10-18,12.7,7.5,19,0,2.7,1.1,37,59.5,1010,1020.3,8.1,13.37,3.1,14.8,568,894,724,435
2018-10-19,13.1,7.2,20.4,0,3.8,1.4,28,54.3,1014.9,1025.2,9.9,16.23,0,14.9,435,568,894,853
2018-10-20,13.4,6.9,21.4,0,3,1.2,19,53.9,1015.3,1025.6,9.7,15.97,1.1,15.1,853,435,568,809
2018-10-21,13.4,7.2,21.1,0,2.9,1.1,21,49.5,1013.1,1023.5,9.6,15.77,2.4,14.8,809,853,435,634
2018-10-22,14,8.8,20.6,0,2.6,1,29,50,1009.9,1020.1,7.6,12.13,5.3,15.1,634,809,853,486
2018-10-23,12.2,9.8,16.9,5,5,1.1,61,75.1,1007.2,1017.5,5.3,7.68,5.4,13.1,486,634,809,444
2018-10-24,12.5,7.6,18.7,0,3.4,1.3,37,66,1010.5,1020.8,9.6,13.64,0.5,12.4,444,486,634,370
2018-10-25,13.8,7,21.2,0,1.6,0.9,28,55.5,1010.1,1020.4,8.7,13.56,4,12.7,370,444,486,379
2018-10-26,12.2,9.9,14.7,11,5.4,1.6,55,74.1,1001.6,1011.9,2.4,3,7.5,12.8,379,370,444,765
2018-10-27,8.7,6.2,11.6,0,5.8,3.2,30,49.6,1004.5,1014.9,8,11.6,1.6,8.7,765,379,370,301
2018-10-28,8.3,5.2,13.5,5.5,5.9,1.5,53,77.1,999.8,1010.2,2.8,6.66,7.3,8.8,301,765,379,95
2018-10-29,7.2,3.4,11.7,0,5.3,2,37,57.3,1004.3,1014.8,6.5,9.84,5.9,7.5,95,301,765,72
2018-10-30,6.1,0.7,11.6,0,3.5,1.6,31,51.3,1011.2,1021.8,9.1,14.55,3.3,6.9,72,95,301,24
2018-10-31,7.4,3,12.6,0,4.1,1.6,33,55.4,1013.1,1023.6,9.3,14.51,0.8,8,24,72,95,148
2019-04-19,13.8,9.6,19.7,0,3.2,1.6,31,57.5,1005.9,1016.1,5.9,15.84,4.8,17.1,314,218,48,242
2019-04-20,14.3,9.7,19.1,1.2,4.5,1.9,40,66.9,1004.7,1014.9,5,14.63,7.1,17.5,242,314,218,468
2019-04-21,14.8,12.2,20.2,0.3,4.2,1.9,53,77.8,1003.4,1013.5,4.1,13.42,7.9,18.1,468,242,314,506
2019-04-22,19.3,10.7,28.2,0,4.2,1.4,18,50.6,1004.7,1014.7,11.1,23.42,2.3,21.6,506,468,242,603
2019-04-23,20.4,15.3,25.5,0,3.8,1.3,36,52,1002.2,1012.1,4.2,13.14,8.4,20.3,603,506,468,814
2019-04-24,19.5,15.8,25.9,4.1,4.5,1.6,42,70.4,996.3,1006.2,8,18.91,5,21,814,603,506,771
2019-04-25,13.2,9.4,17.2,11.3,3.6,2,51,75.9,996.9,1007,0,3.48,9.4,14,771,814,603,"1,107"
2019-04-26,8.4,6.2,9.9,4.9,3.5,1.5,65,82.1,1003.1,1013.5,0,3.51,8,10.2,1107,771,814,104
2019-04-27,11.6,4.1,18.2,0,3.6,1.7,25,52.6,1010.9,1021.2,10.3,23.24,4.8,14.1,104,1107,771,101
2019-04-28,12.9,9.9,16.6,0,3.7,1.6,33,48.8,1010.2,1020.5,3.4,12.09,8.1,13.9,101,104,1107,894
2019-04-29,13,8.3,17.3,0,2,0.9,36,52.9,1004,1014.2,3.3,9.81,5.8,12.3,894,101,104,782
2019-04-30,15.5,9,22.5,0,4.2,1.6,29,52.8,998.7,1008.7,11.2,21.75,4.4,18.1,782,894,101,705
2019-05-01,16.4,11.2,22.2,0,4.8,2.3,28,48.9,996.4,1006.4,10.9,24.41,1.9,20.2,705,782,894,"1,345"
2019-05-02,17.1,10.6,25.3,0,5.1,2.3,14,28.5,1001.6,1011.7,12.7,27.27,0,21.3,1345,705,782,"1,507"
2019-05-03,17.9,10.1,26.1,0,4.4,1.6,17,37.5,1006.4,1016.4,12.4,25.59,0,21.9,1507,1345,705,"1,258"
2019-05-04,19.5,12,27.4,0,4.1,1.7,18,40.4,1007.8,1017.8,10.7,22.12,4.9,22.3,1258,1507,1345,"1,137"
2019-05-05,19.2,13.6,26.5,0,5.3,2.2,12,35.8,1005.8,1015.8,11.1,25.14,5.1,23.9,1137,1258,1507,"1,315"
2019-05-06,14.5,9.8,19.8,0,5.3,3.1,12,27.1,1006.4,1016.6,12.8,28.25,0.3,22.8,1315,1137,1258,"1,108"
2019-05-07,15,8.4,21.9,0,5,2.3,16,33.4,1005.7,1015.9,12.9,27.02,0,22.1,1108,1315,1137,"1,172"
2019-05-08,15.6,10.1,21.3,0,5.1,2.3,31,48.3,1002.1,1012.3,12.2,23.39,6.1,21.3,1172,1108,1315,"1,031"
2019-05-09,16.6,11.7,22.9,0,4.5,2.2,19,43.3,1000.8,1010.8,12.1,25.46,3.1,23.9,1031,1172,1108,"1,169"
2019-05-10,17.8,10.3,26.8,0,4.1,1.9,28,48,1003.1,1013.1,12.3,25.19,3.5,24.4,1169,1031,1172,"1,300"
2019-05-11,20.3,13.2,28.3,0,3.9,1.8,22,39,1003.7,1013.6,12.7,25.19,2,26.4,1300,1169,1031,"1,636"
2019-05-12,21.6,14.7,28.9,0,3.1,1.5,24,36,1004.8,1014.7,12,21.82,4.3,26.8,1636,1300,1169,"1,633"
2019-05-13,18.7,15.5,22.8,0,4.9,1.6,29,43.4,1004.4,1014.4,1,8.51,8.3,19.2,1633,1636,1300,"1,543"
2019-05-14,19.6,12.9,26.9,0,4.1,1.6,24,44.5,1003,1012.9,13,25.35,1.6,25.8,1543,1633,1636,"1,364"
2019-05-15,20.7,14.8,28,0,3.9,1.7,23,48.1,1002.9,1012.9,8.4,21.24,4.5,26.8,1364,1543,1633,"1,395"
2019-05-16,23.5,16.7,30,0,4.1,1.5,25,43.8,1001.9,1011.7,12.5,25.19,2.5,29.9,1395,1364,1543,"1,421"
2019-05-17,23.6,17.6,28.3,0,3.2,1.2,31,44.9,1002.2,1012,4.2,14.72,7.5,26.1,1421,1395,1364,"1,629"
2019-05-18,22.8,19.1,25.9,0,4.8,2.1,38,46.8,1001.8,1011.6,4.3,16.28,8.5,28.2,1629,1421,1395,"1,531"
2019-05-19,19.4,17.9,21.6,22,2.7,1.2,55,93,998.8,1008.7,0,5.22,10,20.4,1531,1629,1421,"1,697"
2019-05-20,16.4,13,20.2,8.7,6.1,3.4,33,63.6,994.9,1004.9,10.5,24.95,4.5,18.6,1697,1531,1629,"1,698"
2019-05-21,17.2,11.7,23.8,0,5.9,2.9,22,52,995.2,1005.2,13.1,28.89,0,21.8,1698,1697,1531,"1,533"
2019-05-22,19.5,12.3,26.5,0,5.4,2.4,19,46,995.3,1005.2,12.6,27.5,1.4,25.1,1533,1698,1697,"1,973"
2019-05-23,22.1,15,29.2,0,3.5,1.7,16,45,998.4,1008.2,13.2,27.36,0,28.5,1973,1533,1698,"1,856"
2019-05-24,24.2,16.2,33.4,0,4.1,1.7,27,46.4,1000.8,1010.5,12.7,26.13,1.4,30.6,1856,1973,1533,"1,715"
2019-05-25,23.4,18.4,28.6,0,4.2,1.6,15,45.6,1005,1014.8,7.1,18.83,7.9,26.7,1715,1856,1973,"1,543"
2019-05-26,24.5,18.6,31.1,0,4.5,1.8,21,39,1003.7,1013.5,11,25.81,6,30.5,1543,1715,1856,"1,523"
2019-05-27,17.8,14.3,22.3,7.1,5.3,2.4,42,80.9,994.5,1004.4,0,2.33,8.6,18.2,1523,1543,1715,"1,724"
2019-05-28,18.1,11.9,24.6,0,4.9,2.6,20,45.9,1000.7,1010.7,13,28.01,2.1,21.8,1724,1523,1543,"1,310"
2019-05-29,20.3,13.3,26.5,0,4.9,2,21,48.4,999.7,1009.6,13.3,28.48,0.4,26.2,1310,1724,1523,"1,975"
2019-05-30,19.6,14.6,24.5,0,5.4,2.4,31,48,1000.7,1010.6,7,18.28,7.9,23.8,1975,1310,1724,"2,127"
2019-05-31,19.1,16.1,23.3,0,5.4,2.8,35,49.6,1000.3,1010.2,12.3,27.46,2.3,26.5,2127,1975,1310,"1,596"
2019-09-01,23.7,19.2,27.8,0,2.9,1.4,37,64,1006.8,1016.7,6.9,15.17,6.1,23.8,2559,2591,2911,"2,352"
2019-09-02,24.4,19.4,29.7,0,3.5,1.6,34,56.6,1006.5,1016.3,7.4,16.85,6.1,24.8,2352,2559,2591,"2,506"
2019-09-03,24.1,22,28,0,3.8,2.3,50,67.6,1005.3,1015.1,2.9,11.6,8.5,26.3,2506,2352,2559,"2,742"
2019-09-04,22.8,21.2,25.5,22.7,4.5,2.5,73,89,1003.1,1012.9,1.1,5.68,9.3,23.5,2742,2506,2352,"2,564"
2019-09-05,23,21.5,27.6,36.4,5,2,66,91.4,1001.9,1011.7,1.5,6.07,9,23.7,2564,2742,2506,"2,900"
2019-09-06,25.3,21.6,29.1,2.4,3.4,2.1,63,79.8,999.2,1008.9,0.4,9.29,10,25.5,2900,2564,2742,"2,914"
2019-09-07,25.7,22.6,29.5,2.8,11.8,6,58,72.9,987.7,997.3,0,2.95,10,24.1,2914,2900,2564,"3,141"
2019-09-08,24.7,22.9,27.3,0,4.8,1.9,62,76.9,998.3,1008,1.4,9.31,9.3,25.1,3141,2914,2900,"3,008"
2019-09-09,25.1,22.4,28,0,3.6,1.7,55,74.3,1000.6,1010.4,2,10.04,9.3,25.2,3008,3141,2914,"3,361"
2019-09-10,23.8,22.1,26.5,63.2,4,2.4,73,93.4,1001.7,1011.5,1,5.74,9.8,24.4,3361,3008,3141,"3,310"
2019-09-11,24.3,20.4,28.7,7.6,4.7,3.1,54,71.4,1004.6,1014.4,6.9,16.56,7.9,24.9,3310,3361,3008,"2,797"
2019-09-12,21,18.7,22.9,3.9,4.8,2.6,56,72.3,1006.6,1016.6,0,4.09,9.8,21.9,2797,3310,3361,"2,580"
2019-09-13,23.3,18.3,29.3,0.1,3.5,1.7,34,60.4,1003.6,1013.5,10.9,21.35,4.3,24.4,2580,2797,3310,"2,518"
2019-09-14,22.4,20.8,24.1,0.3,2.9,1.2,61,80,1001.6,1011.4,0.2,3.34,8.8,22.9,2518,2580,2797,"3,337"
2019-09-15,24.2,19.5,30,0,4.1,1.7,40,70.4,1000.8,1010.6,10.6,18.19,5.5,25.2,3337,2518,2580,"2,530"
2019-09-16,24.5,20.7,30.5,0,4.5,2.1,28,53,1001,1010.8,9.4,19.91,3.6,27.4,2530,3337,2518,"3,592"
2019-09-17,23.5,18,29,0,4.4,2.1,24,41.6,1004.7,1014.5,10.6,20.01,6.4,25.4,3592,2530,3337,"3,865"
2019-09-18,21,16,25.4,0,4.9,3.1,27,46,1006.7,1016.6,11.7,21.9,1.1,25.4,3865,3592,2530,"3,058"
2019-09-19,19.5,13.6,26,0,4.3,1.9,32,46.5,1008.2,1018.2,10.2,19.83,3.5,23.3,3058,3865,3592,"2,935"
2019-09-20,19.6,15.8,24.2,0,3.5,2.1,39,52.8,1007.5,1017.5,1.3,8.64,9.4,21.5,2935,3058,3865,"2,534"
2019-09-21,19.6,18.3,22.1,0,3.7,2,48,60.3,1009.1,1019.1,0,4.44,9.6,20.8,2534,2935,3058,"2,677"
2019-09-22,18.6,17.3,19.6,0.4,6.4,3.8,54,63.4,1003.2,1013.1,0,3.2,9.4,18.5,2677,2534,2935,"2,193"
2019-09-23,20,16.9,24.6,0,5,2.2,33,51.1,1004.4,1014.3,9,16.92,3.1,20.2,2193,2677,2534,"2,704"
2019-09-24,19.8,13.9,26.5,0,3.5,1.8,31,61.3,1008.6,1018.6,11.4,20.17,0,23,2704,2193,2677,"2,283"
2019-09-25,20.9,14.8,27.4,0,3,1.4,34,64.4,1011.7,1021.7,8.8,16.44,5.9,23.4,2283,2704,2193,"2,344"
2019-09-26,22.9,17.7,29,0,3.3,1.9,31,59.3,1013.6,1023.5,8.1,15.5,8.4,25.1,2344,2283,2704,"2,392"
2019-09-27,22.9,19.6,27,0,3.1,1.9,35,57.5,1012.1,1022,3.5,10.42,8.6,24.4,2392,2344,2283,"2,521"
2019-09-28,23.7,19.4,29.2,0,3.3,1.7,35,58.9,1008.1,1018,10.1,15.97,3.8,25.8,2521,2392,2344,"2,393"
2019-09-29,22.6,17.9,28.6,0,4,1.7,28,60.6,1006.7,1016.6,11.1,18.83,0.3,24.7,2393,2521,2392,"2,592"
2019-09-30,22.4,16.4,29.9,0,3.4,1.6,29,61,1006.8,1016.7,10.5,18.37,0,24.3,2592,2393,2521,"2,631"
2019-10-01,23.1,17.6,28.2,0,4.4,1.8,46,67.1,1007.9,1017.8,7.5,13.05,6.8,24.5,2631,2592,2393,"2,569"
2019-10-02,21.6,20,24.2,23.1,5.5,3,66,88,1001.7,1011.5,0,3.4,9.9,22.2,2569,2631,2592,"2,493"
2019-10-03,22.4,19.8,27.3,4.6,4.9,2.8,45,73.4,996.4,1006.2,6,10.14,6.3,22.6,2493,2569,2631,"2,445"
2019-10-04,22.4,18,27.8,0,3.9,2.1,50,71.5,1002.4,1012.3,9.9,16.23,3.6,22.9,2445,2493,2569,"2,503"
2019-10-05,18.7,14.7,21.9,0.6,4.6,2.9,59,72.6,1006.1,1016.1,2.3,8.24,7,20.8,2503,2445,2493,"3,150"
2019-10-06,18.1,13.2,22.7,0,4.8,2.9,38,53.4,1012.3,1022.4,9.4,16.17,6.1,19.1,3150,2503,2445,"2,136"
2019-10-07,14.8,13.3,17.9,25.4,3.6,1.8,58,92,1007.9,1018.1,0,1.49,9.5,16.7,2136,3150,2503,"2,471"
2019-10-08,14.7,10.6,19.8,0,6.2,2.6,26,58.8,1008.2,1018.4,10.3,16.78,2.6,16.7,2471,2136,3150,731
2019-10-09,13.6,7.7,20.4,0,3.8,1.7,23,48.3,1009.5,1019.7,10.6,17.42,1.9,14.1,731,2471,2136,847
2019-10-10,15.2,10.7,19.8,0,2.8,1.3,39,60.9,1006.3,1016.5,1.1,8.06,9,16,847,731,2471,861
2019-10-11,18.8,13,26.1,0,4.9,1.9,30,60,1005.2,1015.2,10.3,16.44,0.9,18.4,861,847,731,"1,111"
2019-10-12,17.9,13.3,23.3,0,6.7,3.5,34,49.3,1008,1018.1,10.5,17.37,0.6,18.2,1111,861,847,"1,872"
2019-10-13,17.2,12.1,23.8,0,4.1,1.9,32,52.6,1012.2,1022.4,10.6,16.52,2.1,17.8,1872,1111,861,"1,573"
2019-10-14,14.4,9.5,19.6,0,5.1,2.5,33,56.9,1014.8,1025.1,10.1,14.54,1.9,17.1,1573,1872,1111,"1,135"
2019-10-15,14.5,8.8,20.4,0,4.3,1.6,38,55.6,1017.6,1027.9,7.7,14.07,3,14.5,1135,1573,1872,609
2019-10-16,14.6,9,20.8,0,3.6,1.6,32,58.3,1016,1026.3,9.8,15.6,5.3,16.3,609,1135,1573,624
2019-10-17,15.4,11.2,21.6,0,3.5,1.7,31,56,1014.1,1024.3,7.4,12.02,4.8,17.2,624,609,1135,874
2019-10-18,17,12,22.7,0,4.3,2.4,43,58.3,1011.9,1022,8,12.08,7.1,17.4,874,624,609,707
2019-10-19,17,12.1,23.1,0,3.7,1.8,38,63.8,1010.4,1020.5,10.2,15.17,0.8,17.5,707,874,624,"1,244"
2019-10-20,16.5,12,22.9,0,3,1.3,38,70.3,1011.4,1021.6,9.3,14.67,0.6,18.1,1244,707,874,896
2019-10-21,17.1,10.9,24.6,0,2.4,1,28,61,1008.5,1018.6,9.6,14.4,2.1,15.9,896,1244,707,901
2019-10-22,18.1,13.3,24.4,0,3.3,1.6,35,56.1,1007.5,1017.6,9.1,13.66,4.4,18.3,901,896,1244,936
2019-10-23,17,14.3,20.7,0,4.4,2.4,42,57.3,1008.9,1019,0.7,8.08,8,17.3,936,901,896,"1,004"
2019-10-24,18.3,15.3,23.8,0,5.1,2.7,33,47.6,1009.1,1019.2,6.6,11.56,4.5,19.4,1004,936,901,"1,125"
2019-10-25,16.7,13.1,22,0,5.6,2.4,34,58,1007.4,1017.5,7.1,12.29,6.6,17.2,1125,1004,936,"1,276"
2019-10-26,10,6.6,14.9,0,5.2,2.5,39,60,1008.5,1018.9,8.7,13.08,2.3,12.6,1276,1125,1004,725
2019-10-27,11,4.7,17.4,0,4.2,1.6,34,59,1009.1,1019.4,9.8,14.45,0.9,12,725,1276,1125,181
2019-10-28,12.9,7.4,17.7,1.7,4.7,2.5,39,65.9,1005.3,1015.5,7.3,11.62,5.6,13,181,725,1276,266
2019-10-29,12.5,8.2,17.6,0.1,5.2,2.3,32,61,1005.5,1015.7,9,12.41,1.6,12.4,266,181,725,439
2019-10-30,11.2,5,17.7,0,3.8,1.6,37,60.3,1011.1,1021.5,9.6,14.08,0.3,11.2,439,266,181,206
2019-10-31,14.8,8.4,19.7,0,5.2,2.3,55,73.8,1010.1,1020.3,8,10.34,4.6,14.2,206,439,266,185
2020-05-04,20.2,14.8,25.3,0,4.6,2.7,44,63.9,998.1,1008,10.1,25.42,3.4,28.9,896,861,842,"1,304"
2020-05-05,16,13.1,19.3,0,5.3,1.9,54,67.9,1001.5,1011.6,3.3,9.41,5.4,17.1,1304,896,861,"1,090"
2020-05-06,19.4,11.1,27.6,0,4.4,2.1,19,50,1003.7,1013.7,12.8,28.51,1.8,26.5,1090,1304,896,902
2020-05-07,20.7,14.9,26.5,0,4.3,2.5,20,32.5,1007.1,1017.1,8.7,23.93,6.8,25.7,902,1090,1304,"1,367"
2020-05-08,19.9,14.3,27.3,2.3,4.5,2.4,11,32.8,1004.4,1014.4,7.5,23.26,7.4,27.3,1367,902,1090,"1,552"
2020-05-09,14.2,12.7,16.8,24.4,5.9,3.6,76,94.4,994.8,1004.9,0,3,10,15.1,1552,1367,902,831
2020-05-10,14.4,12.8,16.6,1.3,4.1,2.5,78,88.6,997,1007.1,0.4,6.77,9,15.7,831,1552,1367,785
2020-05-11,16.5,12.4,22,3.4,5.6,3,27,61,997.7,1007.8,7.2,22.98,8.1,20.2,785,831,1552,"1,176"
2020-05-12,14.3,10.5,18.9,0.7,5.4,2.9,47,69.4,995.1,1005.2,5,13.6,3.3,17.6,1176,785,831,"1,625"
2020-05-13,16.1,10.2,21.8,0,6.5,2.8,24,47.3,1005.1,1015.3,13,29.7,0.6,20.5,1625,1176,785,"1,328"
2020-05-14,19.3,12.4,25.4,0,4.3,2,20,35.4,1006,1016,6.6,20.64,8.3,21.8,1328,1625,1176,"1,656"
2020-05-15,16.1,14.1,20.2,12,5.3,3,34,81.4,998.8,1008.8,0,3.43,10,15.9,1656,1328,1625,"1,813"
2020-05-16,16.7,15,20.3,2.5,3.3,1.6,74,90.3,996.6,1006.7,0.6,7.6,9.5,18.3,1813,1656,1328,979
2020-05-17,19.1,14.6,24.9,0,4.3,1.7,58,80.1,995.3,1005.2,3.9,15.26,7.1,21.2,979,1813,1656,"1,434"
2020-05-18,19.1,13.2,26.8,29.8,7.2,2.4,46,79.4,988.4,998.2,3.2,14.07,8.5,21.6,1434,979,1813,"1,952"
2020-05-19,13,10.1,17.1,19,7.2,3.2,52,73.6,990.7,1000.8,3,15.29,7.6,16.1,1952,1434,979,"1,338"
2020-05-20,14.4,9.2,20.1,0,3,1.9,46,60.4,1001.7,1011.8,4.5,20.91,6,17.3,1338,1952,1434,"1,010"
2020-05-21,17.4,10.9,22.9,0,3.3,2.1,40,56.1,1004.4,1014.5,9.4,24.35,4.8,20.5,1010,1338,1952,"1,540"
2020-05-22,18.5,14.8,22.7,0,4.9,1.9,55,68.5,1002.7,1012.7,0.7,13.07,8.6,20,1540,1010,1338,"1,890"
2020-05-23,20.1,16.6,25,0,4.7,2.2,44,66.1,1001.1,1011,6.8,23.24,7.4,23.3,1890,1540,1010,"1,976"
2020-05-24,17.1,14.3,20.2,14.5,6.5,2.9,70,84.8,999.6,1009.6,1.1,10.59,8.4,19,1976,1890,1540,"2,141"
2020-05-25,16.6,13.7,21.3,0,3.8,2.1,62,81,1002.3,1012.3,2.5,16.88,8.1,20.3,2141,1976,1890,"1,874"
2020-05-26,16.2,12.7,22.9,1.5,5.4,2.1,47,81.9,999.4,1009.5,4.8,18.49,7.8,19.2,1874,2141,1976,"2,200"
